family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,count,order,status
Aw_p,6.17837048185218e-19,7.00121521434339e-05,8.8247115574944e-15,3.43479136622373e-14,4.90608136547853e-07,4.90599311836295e-05,constant,1,901,49,8,assessed
Aw_m,2.67337266047219e-19,3.54654181301785e-05,7.53797022964559e-15,3.43479136580888e-14,9.68497843964752e-07,9.68490305994523e-05,constant,1,901,49,8,assessed
Aio,6.89589970138459e-20,5.86103569109324e-05,1.17656674772754e-15,1.29966817509134e-19,3.3940386137195e-12,2.21747186601204e-10,constant,1,901,49,8,assessed
Amda,9.99289251014153e-19,7.84254806196882e-06,1.27418951483389e-13,2.63997559406056e-18,4.64041127431364e-10,3.36622175964222e-08,constant,1,901,49,8,assessed
Ag_q,1.07862314047668e-22,1.86038204489477e-10,5.79785825947215e-13,3.6352274285441e-22,2.53379419781781e-09,1.95401148834181e-07,constant,1,901,49,16,assessed
Ag_0,1.48790256475864e-18,2.85674871714109e-08,5.20837746712168e-11,4.29999453751658e-18,2.02604340554781e-07,1.50520567706748e-05,constant,1,901,49,16,assessed
Aw_p,6.17837010038694e-19,7.00121521434339e-05,8.82471101263865e-15,3.43479136622373e-14,4.90608136547308e-07,4.90599311836295e-05,constant,1,901,49,16,assessed
Aw_m,2.67337166809499e-19,3.54654181301785e-05,7.53796743149108e-15,3.43479136580888e-14,9.68497843961954e-07,9.68490305994523e-05,constant,1,901,49,16,assessed
Aio,6.89589970138459e-20,5.86103569109324e-05,1.17656674772754e-15,1.29966817509134e-19,3.3940386137195e-12,2.21747186601204e-10,constant,1,901,49,16,assessed
Amda,9.99289251014153e-19,7.84254806196882e-06,1.27418951483389e-13,2.63997559406056e-18,4.64041127431364e-10,3.36622175964222e-08,constant,1,901,49,16,assessed
Ag_q,1.04814728179809e-22,1.86038204489477e-10,5.63404320459012e-13,3.6352274285441e-22,2.51741278038366e-09,1.95401148834181e-07,constant,1,901,65,0,assessed
Ag_0,1.50092566175148e-18,2.85674871714109e-08,5.25396459529539e-11,4.29999453751658e-18,2.03060211820561e-07,1.50520567706748e-05,constant,1,901,65,0,assessed
Aw_p,4.98734406357491e-10,7.00121521434339e-05,7.12354057243853e-06,3.43479136622373e-14,0.00712403117164862,4.90599311836295e-05,constant,1,901,65,0,assessed
Aw_m,4.987344063449e-10,3.54654181301785e-05,1.4062555374767e-05,3.43479136580888e-14,0.0140635238646765,9.68490305994523e-05,constant,1,901,65,0,assessed
Aio,3.57487386675426e-20,5.86103569109324e-05,6.09938934886004e-16,1.29966817509134e-19,2.82741080088763e-12,2.21747186601204e-10,constant,1,901,65,0,assessed
Amda,9.12125493268945e-19,7.84254806196882e-06,1.16304737447788e-13,2.63997559406056e-18,4.5292691339718e-10,3.36622175964222e-08,constant,1,901,65,0,assessed
Ag_q,1.04814728179809e-22,1.86038204489477e-10,5.63404320459012e-13,3.6352274285441e-22,2.51741278038366e-09,1.95401148834181e-07,constant,1,901,65,8,assessed
Ag_0,1.50092566175148e-18,2.85674871714109e-08,5.25396459529539e-11,4.29999453751658e-18,2.03060211820561e-07,1.50520567706748e-05,constant,1,901,65,8,assessed
Aw_p,6.55831345240984e-19,7.00121521434339e-05,9.36739301910591e-15,3.43479136622373e-14,4.90608679229314e-07,4.90599311836295e-05,constant,1,901,65,8,assessed
Aw_m,4.52583805779297e-19,3.54654181301785e-05,1.27612708277696e-14,3.43479136580888e-14,9.6850306726535e-07,9.68490305994523e-05,constant,1,901,65,8,assessed
Aio,3.57487386675426e-20,5.86103569109324e-05,6.09938934886004e-16,1.29966817509134e-19,2.82741080088763e-12,2.21747186601204e-10,constant,1,901,65,8,assessed
Amda,9.12125493268945e-19,7.84254806196882e-06,1.16304737447788e-13,2.63997559406056e-18,4.5292691339718e-10,3.36622175964222e-08,constant,1,901,65,8,assessed
Ag_q,1.04814728179809e-22,1.86038204489477e-10,5.63404320459012e-13,3.6352274285441e-22,2.51741278038366e-09,1.95401148834181e-07,constant,1,901,65,16,assessed
Ag_0,1.50092566175148e-18,2.85674871714109e-08,5.25396459529539e-11,4.29999453751658e-18,2.03060211820561e-07,1.50520567706748e-05,constant,1,901,65,16,assessed
Aw_p,6.55827835592481e-19,7.00121521434339e-05,9.36734288997267e-15,3.43479136622373e-14,4.90608679179185e-07,4.90599311836295e-05,constant,1,901,65,16,assessed
Aw_m,4.52584306579611e-19,3.54654181301785e-05,1.27612849485763e-14,3.43479136580888e-14,9.68503067279471e-07,9.68490305994523e-05,constant,1,901,65,16,assessed
Aio,3.57487386675426e-20,5.86103569109324e-05,6.09938934886004e-16,1.29966817509134e-19,2.82741080088763e-12,2.21747186601204e-10,constant,1,901,65,16,assessed
Amda,9.12125493268945e-19,7.84254806196882e-06,1.16304737447788e-13,2.63997559406056e-18,4.5292691339718e-10,3.36622175964222e-08,constant,1,901,65,16,assessed
Ag_q,3.55241480891358e-17,4.1029718371048e-14,0.000865815060388104,7.51412087177841e-26,0.845214994082561,1.78781137799736e-07,exponential,0.01,327,9,0,rejected
Ag_0,4.12190617090309e-13,1.42834662974237e-11,0.0288578842493336,9.95425949017477e-22,28.8558640906365,6.968590413469e-06,exponential,0.01,327,9,0,rejected
Aw_p,1.29641357796313e-10,1.90150729158991e-08,0.00681782070306531,9.14074312893459e-19,6.81782039258814,4.80710365332408e-06,exponential,0.01,327,9,0,rejected
Aw_m,1.29695497901691e-10,1.1936259619373e-08,0.010865673338002,9.14074312917145e-19,10.8656725042736,7.65796208767064e-06,exponential,0.01,327,9,0,rejected
Aio,4.97750630498288e-12,1.81032914314044e-08,0.000274950349434702,3.38969807654255e-23,0.27495033424871,1.87242077063415e-10,exponential,0.01,327,9,0,rejected
Amda,3.21583684815441e-15,1.75967967054338e-09,1.82751264448113e-06,1.58938659642505e-21,0.00182751250915769,9.03224444656917e-08,exponential,0.01,327,9,0,rejected
Ag_q,3.55241480891358e-17,4.1029718371048e-14,0.000865815060388104,7.51412087177841e-26,0.845214994082561,1.78781137799736e-07,exponential,0.01,327,9,8,rejected
Ag_0,4.12190617090309e-13,1.42834662974237e-11,0.0288578842493336,9.95425949017477e-22,28.8558640906365,6.968590413469e-06,exponential,0.01,327,9,8,rejected
Aw_p,9.21422088992356e-12,1.90150729158991e-08,0.000484574575689335,9.14074312893459e-19,0.484574598276664,4.80710365332408e-06,exponential,0.01,327,9,8,rejected
Aw_m,1.00263012950461e-11,1.1936259619373e-08,0.000839986864794147,9.14074312917145e-19,0.83998687100107,7.65796208767064e-06,exponential,0.01,327,9,8,rejected
Aio,4.97750630498288e-12,1.81032914314044e-08,0.000274950349434702,3.38969807654255e-23,0.27495033424871,1.87242077063415e-10,exponential,0.01,327,9,8,rejected
Amda,3.21583684815441e-15,1.75967967054338e-09,1.82751264448113e-06,1.58938659642505e-21,0.00182751250915769,9.03224444656917e-08,exponential,0.01,327,9,8,rejected
Ag_q,3.55241480891358e-17,4.1029718371048e-14,0.000865815060388104,7.51412087177841e-26,0.845214994082561,1.78781137799736e-07,exponential,0.01,327,9,16,rejected
Ag_0,4.12190617090309e-13,1.42834662974237e-11,0.0288578842493336,9.95425949017477e-22,28.8558640906365,6.968590413469e-06,exponential,0.01,327,9,16,rejected
Aw_p,9.21422088992356e-12,1.90150729158991e-08,0.000484574575689335,9.14074312893459e-19,0.484574598276664,4.80710365332408e-06,exponential,0.01,327,9,16,rejected
Aw_m,1.00263012950461e-11,1.1936259619373e-08,0.000839986864794147,9.14074312917145e-19,0.83998687100107,7.65796208767064e-06,exponential,0.01,327,9,16,rejected
Aio,4.97750630498288e-12,1.81032914314044e-08,0.000274950349434702,3.38969807654255e-23,0.27495033424871,1.87242077063415e-10,exponential,0.01,327,9,16,rejected
Amda,3.21583684815441e-15,1.75967967054338e-09,1.82751264448113e-06,1.58938659642505e-21,0.00182751250915769,9.03224444656917e-08,exponential,0.01,327,9,16,rejected
Ag_q,1.58090188282092e-20,4.1029718371048e-14,3.85306540133715e-07,7.51412087177841e-26,0.000376140849430673,1.78781137799736e-07,exponential,0.01,327,13,0,rejected
Ag_0,1.8787191933807e-16,1.42834662974237e-11,1.31531041153475e-05,9.95425949017477e-22,0.0131522530035234,6.968590413469e-06,exponential,0.01,327,13,0,rejected
Aw_p,5.68419463929615e-11,1.90150729158991e-08,0.0029893099355635,9.14074312893459e-19,2.98930982642715,4.80710365332408e-06,exponential,0.01,327,13,0,rejected
Aw_m,5.6841963087456e-11,1.1936259619373e-08,0.00476212523018512,9.14074312917145e-19,4.76212490780184,7.65796208767064e-06,exponential,0.01,327,13,0,rejected
Aio,8.45967960323003e-15,1.81032914314044e-08,4.67300636201147e-07,3.38969807654255e-23,0.000467300612260548,1.87242077063415e-10,exponential,0.01,327,13,0,rejected
Amda,3.03881198517685e-18,1.75967967054338e-09,1.72691202611807e-09,1.58938659642505e-21,1.72781426918466e-06,9.03224444656917e-08,exponential,0.01,327,13,0,rejected
Ag_q,1.58090188282092e-20,4.1029718371048e-14,3.85306540133715e-07,7.51412087177841e-26,0.000376140849430673,1.78781137799736e-07,exponential,0.01,327,13,8,assessed
Ag_0,1.8787191933807e-16,1.42834662974237e-11,1.31531041153475e-05,9.95425949017477e-22,0.0131522530035234,6.968590413469e-06,exponential,0.01,327,13,8,assessed
Aw_p,2.55414427985608e-14,1.90150729158991e-08,1.34322087070225e-06,9.14074312893459e-19,0.001343268871099,4.80710365332408e-06,exponential,0.01,327,13,8,assessed
Aw_m,1.56120404191208e-14,1.1936259619373e-08,1.30795080845778e-06,9.14074312917145e-19,0.00130802727850072,7.65796208767064e-06,exponential,0.01,327,13,8,assessed
Aio,8.45967960323003e-15,1.81032914314044e-08,4.67300636201147e-07,3.38969807654255e-23,0.000467300612260548,1.87242077063415e-10,exponential,0.01,327,13,8,assessed
Amda,3.03881198517685e-18,1.75967967054338e-09,1.72691202611807e-09,1.58938659642505e-21,1.72781426918466e-06,9.03224444656917e-08,exponential,0.01,327,13,8,assessed
Ag_q,1.58090188282092e-20,4.1029718371048e-14,3.85306540133715e-07,7.51412087177841e-26,0.000376140849430673,1.78781137799736e-07,exponential,0.01,327,13,16,assessed
Ag_0,1.8787191933807e-16,1.42834662974237e-11,1.31531041153475e-05,9.95425949017477e-22,0.0131522530035234,6.968590413469e-06,exponential,0.01,327,13,16,assessed
Aw_p,2.55414427985608e-14,1.90150729158991e-08,1.34322087070225e-06,9.14074312893459e-19,0.00134326887109899,4.80710365332408e-06,exponential,0.01,327,13,16,assessed
Aw_m,1.56120404191205e-14,1.1936259619373e-08,1.30795080845775e-06,9.14074312917145e-19,0.00130802727850069,7.65796208767064e-06,exponential,0.01,327,13,16,assessed
Aio,8.45967960323003e-15,1.81032914314044e-08,4.67300636201147e-07,3.38969807654255e-23,0.000467300612260548,1.87242077063415e-10,exponential,0.01,327,13,16,assessed
Amda,3.03881198517685e-18,1.75967967054338e-09,1.72691202611807e-09,1.58938659642505e-21,1.72781426918466e-06,9.03224444656917e-08,exponential,0.01,327,13,16,assessed
Ag_q,1.67370314389868e-24,4.1029718371048e-14,4.07924599618921e-11,7.51412087177841e-26,4.16097090439025e-08,1.78781137799736e-07,exponential,0.01,327,17,0,rejected
Ag_0,2.12850187376196e-20,1.42834662974237e-11,1.49018580605037e-09,9.95425949017477e-22,1.55976738806514e-06,6.968590413469e-06,exponential,0.01,327,17,0,rejected
Aw_p,3.17592281018325e-11,1.90150729158991e-08,0.00167021332194196,9.14074312893459e-19,1.67021328217672,4.80710365332408e-06,exponential,0.01,327,17,0,rejected
Aw_m,3.17592281451344e-11,1.1936259619373e-08,0.00266073536919287,9.14074312917145e-19,2.66073522286052,7.65796208767064e-06,exponential,0.01,327,17,0,rejected
Aio,5.70418701657191e-18,1.81032914314044e-08,3.15091155560622e-10,3.38969807654255e-23,3.15093010576207e-07,1.87242077063415e-10,exponential,0.01,327,17,0,rejected
Amda,1.52929435421422e-21,1.75967967054338e-09,8.69075423109244e-13,1.58938659642505e-21,1.7722993738837e-09,9.03224444656917e-08,exponential,0.01,327,17,0,rejected
Ag_q,1.67370314389868e-24,4.1029718371048e-14,4.07924599618921e-11,7.51412087177841e-26,4.16097090439025e-08,1.78781137799736e-07,exponential,0.01,327,17,8,assessed
Ag_0,2.12850187376196e-20,1.42834662974237e-11,1.49018580605037e-09,9.95425949017477e-22,1.55976738806514e-06,6.968590413469e-06,exponential,0.01,327,17,8,assessed
Aw_p,3.14365817083444e-17,1.90150729158991e-08,1.65324539366132e-09,9.14074312893459e-19,1.70131634325063e-06,4.80710365332408e-06,exponential,0.01,327,17,8,assessed
Aw_m,1.33324170477947e-17,1.1936259619373e-08,1.11696774977613e-09,9.14074312917145e-19,1.19354727707514e-06,7.65796208767064e-06,exponential,0.01,327,17,8,assessed
Aio,5.70418701657191e-18,1.81032914314044e-08,3.15091155560622e-10,3.38969807654255e-23,3.15093010576207e-07,1.87242077063415e-10,exponential,0.01,327,17,8,assessed
Amda,1.52929435421422e-21,1.75967967054338e-09,8.69075423109244e-13,1.58938659642505e-21,1.7722993738837e-09,9.03224444656917e-08,exponential,0.01,327,17,8,assessed
Ag_q,1.67370314389868e-24,4.1029718371048e-14,4.07924599618921e-11,7.51412087177841e-26,4.16097090439025e-08,1.78781137799736e-07,exponential,0.01,327,17,16,assessed
Ag_0,2.12850187376196e-20,1.42834662974237e-11,1.49018580605037e-09,9.95425949017477e-22,1.55976738806514e-06,6.968590413469e-06,exponential,0.01,327,17,16,assessed
Aw_p,3.14365817083474e-17,1.90150729158991e-08,1.65324539366148e-09,9.14074312893459e-19,1.70131634325079e-06,4.80710365332408e-06,exponential,0.01,327,17,16,assessed
Aw_m,1.33324170477947e-17,1.1936259619373e-08,1.11696774977613e-09,9.14074312917145e-19,1.19354727707514e-06,7.65796208767064e-06,exponential,0.01,327,17,16,assessed
Aio,5.70418701657191e-18,1.81032914314044e-08,3.15091155560622e-10,3.38969807654255e-23,3.15093010576207e-07,1.87242077063415e-10,exponential,0.01,327,17,16,assessed
Amda,1.52929435421422e-21,1.75967967054338e-09,8.69075423109244e-13,1.58938659642505e-21,1.7722993738837e-09,9.03224444656917e-08,exponential,0.01,327,17,16,assessed
Ag_q,1.06767178375668e-25,4.1029718371048e-14,2.60219135335345e-12,7.51412087177841e-26,4.32808960287394e-09,1.78781137799736e-07,exponential,0.01,327,25,0,rejected
Ag_0,1.23606518097141e-21,1.42834662974237e-11,8.65381802451106e-11,9.95425949017477e-22,1.56218026177944e-07,6.968590413469e-06,exponential,0.01,327,25,0,rejected
Aw_p,1.39366903746307e-11,1.90150729158991e-08,0.00073292857914722,9.14074312893459e-19,0.732928588673648,4.80710365332408e-06,exponential,0.01,327,25,0,rejected
Aw_m,1.39366903746309e-11,1.1936259619373e-08,0.00116759276515828,9.14074312917145e-19,1.16759274391893,7.65796208767064e-06,exponential,0.01,327,25,0,rejected
Aio,9.17442071034194e-23,1.81032914314044e-08,5.06781915603854e-15,3.38969807654255e-23,6.9402396467336e-12,1.87242077063415e-10,exponential,0.01,327,25,0,rejected
Amda,6.74278452976652e-22,1.75967967054338e-09,3.83182498646722e-13,1.58938659642505e-21,1.2864067255468e-09,9.03224444656917e-08,exponential,0.01,327,25,0,rejected
Ag_q,1.06767178375668e-25,4.1029718371048e-14,2.60219135335345e-12,7.51412087177841e-26,4.32808960287394e-09,1.78781137799736e-07,exponential,0.01,327,25,8,assessed
Ag_0,1.23606518097141e-21,1.42834662974237e-11,8.65381802451106e-11,9.95425949017477e-22,1.56218026177944e-07,6.968590413469e-06,exponential,0.01,327,25,8,assessed
Aw_p,3.85157888316881e-22,1.90150729158991e-08,2.0255398967986e-14,9.14074312893459e-19,4.80912919311436e-08,4.80710365332408e-06,exponential,0.01,327,25,8,assessed
Aw_m,3.7654840549408e-22,1.1936259619373e-08,3.15465998144786e-14,9.14074312917145e-19,7.6611167473878e-08,7.65796208767064e-06,exponential,0.01,327,25,8,assessed
Aio,9.17442071034194e-23,1.81032914314044e-08,5.06781915603854e-15,3.38969807654255e-23,6.9402396467336e-12,1.87242077063415e-10,exponential,0.01,327,25,8,assessed
Amda,6.74278452976652e-22,1.75967967054338e-09,3.83182498646722e-13,1.58938659642505e-21,1.2864067255468e-09,9.03224444656917e-08,exponential,0.01,327,25,8,assessed
Ag_q,1.06767178375668e-25,4.1029718371048e-14,2.60219135335345e-12,7.51412087177841e-26,4.32808960287394e-09,1.78781137799736e-07,exponential,0.01,327,25,16,assessed
Ag_0,1.23606518097141e-21,1.42834662974237e-11,8.65381802451106e-11,9.95425949017477e-22,1.56218026177944e-07,6.968590413469e-06,exponential,0.01,327,25,16,assessed
Aw_p,3.8515907366616e-22,1.90150729158991e-08,2.02554613053373e-14,9.14074312893459e-19,4.80912919934809e-08,4.80710365332408e-06,exponential,0.01,327,25,16,assessed
Aw_m,3.76549475764495e-22,1.1936259619373e-08,3.15466894799558e-14,9.14074312917145e-19,7.66111675635434e-08,7.65796208767064e-06,exponential,0.01,327,25,16,assessed
Aio,9.17442071034194e-23,1.81032914314044e-08,5.06781915603854e-15,3.38969807654255e-23,6.9402396467336e-12,1.87242077063415e-10,exponential,0.01,327,25,16,assessed
Amda,6.74278452976652e-22,1.75967967054338e-09,3.83182498646722e-13,1.58938659642505e-21,1.2864067255468e-09,9.03224444656917e-08,exponential,0.01,327,25,16,assessed
Ag_q,1.07407164506585e-25,4.1029718371048e-14,2.61778946507162e-12,7.51412087177841e-26,4.34331659357767e-09,1.78781137799736e-07,exponential,0.01,327,33,0,assessed
Ag_0,1.2436830639513e-21,1.42834662974237e-11,8.70715159789768e-11,9.95425949017477e-22,1.56751324575047e-07,6.968590413469e-06,exponential,0.01,327,33,0,assessed
Aw_p,7.71750108955963e-12,1.90150729158991e-08,0.0004058622927029,9.14074312893459e-19,0.405862319429697,4.80710365332408e-06,exponential,0.01,327,33,0,assessed
Aw_m,7.71750108955982e-12,1.1936259619373e-08,0.000646559419420974,9.14074312917145e-19,0.646559441832925,7.65796208767064e-06,exponential,0.01,327,33,0,assessed
Aio,6.00278461410456e-23,1.81032914314044e-08,3.31585260992448e-15,3.38969807654255e-23,5.18827319739567e-12,1.87242077063415e-10,exponential,0.01,327,33,0,assessed
Amda,6.25991745966858e-22,1.75967967054338e-09,3.55741875322999e-13,1.58938659642505e-21,1.25896611781717e-09,9.03224444656917e-08,exponential,0.01,327,33,0,assessed
Ag_q,1.07407164506585e-25,4.1029718371048e-14,2.61778946507162e-12,7.51412087177841e-26,4.34331659357767e-09,1.78781137799736e-07,exponential,0.01,327,33,8,assessed
Ag_0,1.2436830639513e-21,1.42834662974237e-11,8.70715159789768e-11,9.95425949017477e-22,1.56751324575047e-07,6.968590413469e-06,exponential,0.01,327,33,8,assessed
Aw_p,2.26156546157303e-22,1.90150729158991e-08,1.18935408324523e-14,9.14074312893459e-19,4.80829300734478e-08,4.80710365332408e-06,exponential,0.01,327,33,8,assessed
Aw_m,2.1535783811293e-22,1.1936259619373e-08,1.80423218814206e-14,9.14074312917145e-19,7.65976631970763e-08,7.65796208767064e-06,exponential,0.01,327,33,8,assessed
Aio,6.00278461410456e-23,1.81032914314044e-08,3.31585260992448e-15,3.38969807654255e-23,5.18827319739567e-12,1.87242077063415e-10,exponential,0.01,327,33,8,assessed
Amda,6.25991745966858e-22,1.75967967054338e-09,3.55741875322999e-13,1.58938659642505e-21,1.25896611781717e-09,9.03224444656917e-08,exponential,0.01,327,33,8,assessed
Ag_q,1.07407164506585e-25,4.1029718371048e-14,2.61778946507162e-12,7.51412087177841e-26,4.34331659357767e-09,1.78781137799736e-07,exponential,0.01,327,33,16,assessed
Ag_0,1.2436830639513e-21,1.42834662974237e-11,8.70715159789768e-11,9.95425949017477e-22,1.56751324575047e-07,6.968590413469e-06,exponential,0.01,327,33,16,assessed
Aw_p,2.26156997744527e-22,1.90150729158991e-08,1.18935645813606e-14,9.14074312893459e-19,4.80829300971967e-08,4.80710365332408e-06,exponential,0.01,327,33,16,assessed
Aw_m,2.15387484892817e-22,1.1936259619373e-08,1.80448056393843e-14,9.14074312917145e-19,7.6597665680834e-08,7.65796208767064e-06,exponential,0.01,327,33,16,assessed
Aio,6.00278461410456e-23,1.81032914314044e-08,3.31585260992448e-15,3.38969807654255e-23,5.18827319739567e-12,1.87242077063415e-10,exponential,0.01,327,33,16,assessed
Amda,6.25991745966858e-22,1.75967967054338e-09,3.55741875322999e-13,1.58938659642505e-21,1.25896611781717e-09,9.03224444656917e-08,exponential,0.01,327,33,16,assessed
Ag_q,1.03797500809602e-25,4.1029718371048e-14,2.52981265605871e-12,7.51412087177841e-26,4.25743298938322e-09,1.78781137799736e-07,exponential,0.01,327,49,0,assessed
Ag_0,1.19730488699003e-21,1.42834662974237e-11,8.38245326490524e-11,9.95425949017477e-22,1.53504568553813e-07,6.968590413469e-06,exponential,0.01,327,49,0,assessed
Aw_p,3.2822521866638e-12,1.90150729158991e-08,0.000172613179091173,9.14074312893459e-19,0.172613218084507,4.80710365332408e-06,exponential,0.01,327,49,0,assessed
Aw_m,3.28225218666399e-12,1.1936259619373e-08,0.000274981635062358,9.14074312917145e-19,0.274981688604476,7.65796208767064e-06,exponential,0.01,327,49,0,assessed
Aio,4.19591446242929e-23,1.81032914314044e-08,2.31776330747816e-15,3.38969807654255e-23,4.19018395008238e-12,1.87242077063415e-10,exponential,0.01,327,49,0,assessed
Amda,7.62569597894586e-22,1.75967967054338e-09,4.33357053934202e-13,1.58938659642505e-21,1.33658125232084e-09,9.03224444656917e-08,exponential,0.01,327,49,0,assessed
Ag_q,1.03797500809602e-25,4.1029718371048e-14,2.52981265605871e-12,7.51412087177841e-26,4.25743298938322e-09,1.78781137799736e-07,exponential,0.01,327,49,8,assessed
Ag_0,1.19730488699003e-21,1.42834662974237e-11,8.38245326490524e-11,9.95425949017477e-22,1.53504568553813e-07,6.968590413469e-06,exponential,0.01,327,49,8,assessed
Aw_p,1.03789403411244e-22,1.90150729158991e-08,5.4582700718682e-15,9.14074312893459e-19,4.80764948030256e-08,4.80710365332408e-06,exponential,0.01,327,49,8,assessed
Aw_m,1.27873176386568e-22,1.1936259619373e-08,1.07130022690714e-14,9.14074312917145e-19,7.6590333878078e-08,7.65796208767064e-06,exponential,0.01,327,49,8,assessed
Aio,4.19591446242929e-23,1.81032914314044e-08,2.31776330747816e-15,3.38969807654255e-23,4.19018395008238e-12,1.87242077063415e-10,exponential,0.01,327,49,8,assessed
Amda,7.62569597894586e-22,1.75967967054338e-09,4.33357053934202e-13,1.58938659642505e-21,1.33658125232084e-09,9.03224444656917e-08,exponential,0.01,327,49,8,assessed
Ag_q,1.03797500809602e-25,4.1029718371048e-14,2.52981265605871e-12,7.51412087177841e-26,4.25743298938322e-09,1.78781137799736e-07,exponential,0.01,327,49,16,assessed
Ag_0,1.19730488699003e-21,1.42834662974237e-11,8.38245326490524e-11,9.95425949017477e-22,1.53504568553813e-07,6.968590413469e-06,exponential,0.01,327,49,16,assessed
Aw_p,1.03786640333576e-22,1.90150729158991e-08,5.45812476200376e-15,9.14074312893459e-19,4.80764946577158e-08,4.80710365332408e-06,exponential,0.01,327,49,16,assessed
Aw_m,1.27872149008342e-22,1.1936259619373e-08,1.07129161970305e-14,9.14074312917145e-19,7.65903337920059e-08,7.65796208767064e-06,exponential,0.01,327,49,16,assessed
Aio,4.19591446242929e-23,1.81032914314044e-08,2.31776330747816e-15,3.38969807654255e-23,4.19018395008238e-12,1.87242077063415e-10,exponential,0.01,327,49,16,assessed
Amda,7.62569597894586e-22,1.75967967054338e-09,4.33357053934202e-13,1.58938659642505e-21,1.33658125232084e-09,9.03224444656917e-08,exponential,0.01,327,49,16,assessed
Ag_q,1.09965494156448e-25,4.1029718371048e-14,2.68014255330701e-12,7.51412087177841e-26,4.40418613420313e-09,1.78781137799736e-07,exponential,0.01,327,65,0,assessed
Ag_0,1.27105702880078e-21,1.42834662974237e-11,8.89879950940226e-11,9.95425949017477e-22,1.58667669524834e-07,6.968590413469e-06,exponential,0.01,327,65,0,assessed
Aw_p,1.73301706420364e-12,1.90150729158991e-08,9.11391227300848e-05,9.14074312893459e-19,0.0911391660081279,4.80710365332408e-06,exponential,0.01,327,65,0,assessed
Aw_m,1.7330170642039e-12,1.1936259619373e-08,0.000145189290403097,9.14074312917145e-19,0.145189354819001,7.65796208767064e-06,exponential,0.01,327,65,0,assessed
Aio,2.90182336339106e-23,1.81032914314044e-08,1.60292584052266e-15,3.38969807654255e-23,3.47534652261348e-12,1.87242077063415e-10,exponential,0.01,327,65,0,assessed
Amda,9.4964893882628e-22,1.75967967054338e-09,5.39671483806501e-13,1.58938659642505e-21,1.44289562177625e-09,9.03224444656917e-08,exponential,0.01,327,65,0,assessed
Ag_q,1.09965494156448e-25,4.1029718371048e-14,2.68014255330701e-12,7.51412087177841e-26,4.40418613420313e-09,1.78781137799736e-07,exponential,0.01,327,65,8,assessed
Ag_0,1.27105702880078e-21,1.42834662974237e-11,8.89879950940226e-11,9.95425949017477e-22,1.58667669524834e-07,6.968590413469e-06,exponential,0.01,327,65,8,assessed
Aw_p,1.10920435936647e-22,1.90150729158991e-08,5.83329006558281e-15,9.14074312893459e-19,4.80768698229996e-08,4.80710365332408e-06,exponential,0.01,327,65,8,assessed
Aw_m,1.06175072513682e-22,1.1936259619373e-08,8.89517117584771e-15,9.14074312917145e-19,7.6588516047137e-08,7.65796208767064e-06,exponential,0.01,327,65,8,assessed
Aio,2.90182336339106e-23,1.81032914314044e-08,1.60292584052266e-15,3.38969807654255e-23,3.47534652261348e-12,1.87242077063415e-10,exponential,0.01,327,65,8,assessed
Amda,9.4964893882628e-22,1.75967967054338e-09,5.39671483806501e-13,1.58938659642505e-21,1.44289562177625e-09,9.03224444656917e-08,exponential,0.01,327,65,8,assessed
Ag_q,1.09965494156448e-25,4.1029718371048e-14,2.68014255330701e-12,7.51412087177841e-26,4.40418613420313e-09,1.78781137799736e-07,exponential,0.01,327,65,16,assessed
Ag_0,1.27105702880078e-21,1.42834662974237e-11,8.89879950940226e-11,9.95425949017477e-22,1.58667669524834e-07,6.968590413469e-06,exponential,0.01,327,65,16,assessed
Aw_p,1.10950779237197e-22,1.90150729158991e-08,5.83488581547473e-15,9.14074312893459e-19,4.80768714187494e-08,4.80710365332408e-06,exponential,0.01,327,65,16,assessed
Aw_m,1.06161232908045e-22,1.1936259619373e-08,8.89401171668059e-15,9.14074312917145e-19,7.6588514887678e-08,7.65796208767064e-06,exponential,0.01,327,65,16,assessed
Aio,2.90182336339106e-23,1.81032914314044e-08,1.60292584052266e-15,3.38969807654255e-23,3.47534652261348e-12,1.87242077063415e-10,exponential,0.01,327,65,16,assessed
Amda,9.4964893882628e-22,1.75967967054338e-09,5.39671483806501e-13,1.58938659642505e-21,1.44289562177625e-09,9.03224444656917e-08,exponential,0.01,327,65,16,assessed
Ag_q,3.55090806750674e-17,3.54671796091305e-14,0.00100118140394581,7.88193074812847e-26,0.973727091990303,2.16137656726133e-07,exponential,0.01,901,9,0,rejected
Ag_0,4.12725529840352e-13,9.83206190730192e-12,0.0419775153707927,1.04377340682823e-21,41.9732464592377,1.06149378155866e-05,exponential,0.01,901,9,0,rejected
Aw_p,1.1538837463862e-10,6.30303960010669e-09,0.018306782435044,3.38347478962876e-18,18.3067800674077,5.36800411784035e-05,exponential,0.01,901,9,0,rejected
Aw_m,1.15440791581025e-10,2.70952059011897e-09,0.0426056151785716,3.38347478790247e-18,42.6056007029016,0.000124873512735283,exponential,0.01,901,9,0,rejected
Aio,4.97883537713233e-12,1.78520744380784e-08,0.000278893939995707,2.04439251826211e-23,0.278893924374358,1.14518478557481e-10,exponential,0.01,901,9,0,rejected
