family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,count,order,status
Ag_0,4.01748615903301e-17,2.85649622451805e-12,1.40643846280975e-05,4.33204711475167e-22,0.0140596143051134,1.51602898984839e-05,constant,0.01,901,13,16,assessed
Aw_p,6.06739993001112e-15,6.99885208430856e-09,8.66913581959283e-07,3.43478469742285e-18,0.000867404222031659,4.90763937469075e-05,constant,0.01,901,13,16,assessed
Aw_m,8.34820465134287e-15,3.54633755059964e-09,2.35403554575094e-06,3.434784699646e-18,0.00235500342589412,9.68543936411605e-05,constant,0.01,901,13,16,assessed
Aio,2.76383955823409e-15,5.8609938698023e-09,4.7156499727363e-07,1.186221849126e-23,0.000471564918839373,2.02392575915361e-10,constant,0.01,901,13,16,assessed
Amda,6.51857941364566e-17,7.83999809090773e-10,8.31451658286173e-08,8.44784935444219e-22,8.31461373069127e-05,1.07753069339806e-07,constant,0.01,901,13,16,assessed
Ag_q,4.36380165877977e-25,1.86025182566931e-14,2.34581232420492e-11,3.6596171799958e-26,2.41283457300921e-08,1.86691175698625e-07,constant,0.01,901,17,0,rejected
Ag_0,1.64634305545356e-20,2.85649622451805e-12,5.763505098738e-09,4.33204711475167e-22,5.91309102039517e-06,1.51602898984839e-05,constant,0.01,901,17,0,rejected
Aw_p,4.06917471370615e-11,6.99885208430856e-09,0.00581406016970876,3.43478469742285e-18,5.81405982975657,4.90763937469075e-05,constant,0.01,901,17,0,rejected
Aw_m,4.06917471474013e-11,3.54633755059964e-09,0.0114743017456195,3.434784699646e-18,11.4742994786286,9.68543936411605e-05,constant,0.01,901,17,0,rejected
Aio,1.82850572134835e-18,5.8609938698023e-09,3.11978780726831e-10,1.186221849126e-23,3.11980751422928e-07,2.02392575915361e-10,constant,0.01,901,17,0,rejected
Amda,1.31970890734255e-19,7.83999809090773e-10,1.68330258762825e-10,8.44784935444219e-22,1.69407574749482e-07,1.07753069339806e-07,constant,0.01,901,17,0,rejected
Ag_q,4.36380165877977e-25,1.86025182566931e-14,2.34581232420492e-11,3.6596171799958e-26,2.41283457300921e-08,1.86691175698625e-07,constant,0.01,901,17,8,assessed
Ag_0,1.64634305545356e-20,2.85649622451805e-12,5.763505098738e-09,4.33204711475167e-22,5.91309102039517e-06,1.51602898984839e-05,constant,0.01,901,17,8,assessed
Aw_p,3.95620148139939e-18,6.99885208430856e-09,5.65264336743049e-10,3.43478469742285e-18,1.05602819344684e-06,4.90763937469075e-05,constant,0.01,901,17,8,assessed
Aw_m,5.41048525128176e-18,3.54633755059964e-09,1.52565433326191e-09,3.434784699646e-18,2.49419783946802e-06,9.68543936411605e-05,constant,0.01,901,17,8,assessed
Aio,1.82850572134835e-18,5.8609938698023e-09,3.11978780726831e-10,1.186221849126e-23,3.11980751422928e-07,2.02392575915361e-10,constant,0.01,901,17,8,assessed
Amda,1.31970890734255e-19,7.83999809090773e-10,1.68330258762825e-10,8.44784935444219e-22,1.69407574749482e-07,1.07753069339806e-07,constant,0.01,901,17,8,assessed
Ag_q,4.36380165877977e-25,1.86025182566931e-14,2.34581232420492e-11,3.6596171799958e-26,2.41283457300921e-08,1.86691175698625e-07,constant,0.01,901,17,16,assessed
Ag_0,1.64634305545356e-20,2.85649622451805e-12,5.763505098738e-09,4.33204711475167e-22,5.91309102039517e-06,1.51602898984839e-05,constant,0.01,901,17,16,assessed
Aw_p,3.95620148115394e-18,6.99885208430856e-09,5.6526433670798e-10,3.43478469742285e-18,1.05602819341177e-06,4.90763937469075e-05,constant,0.01,901,17,16,assessed
Aw_m,5.41048525116876e-18,3.54633755059964e-09,1.52565433323005e-09,3.434784699646e-18,2.49419783943616e-06,9.68543936411605e-05,constant,0.01,901,17,16,assessed
Aio,1.82850572134835e-18,5.8609938698023e-09,3.11978780726831e-10,1.186221849126e-23,3.11980751422928e-07,2.02392575915361e-10,constant,0.01,901,17,16,assessed
Amda,1.31970890734255e-19,7.83999809090773e-10,1.68330258762825e-10,8.44784935444219e-22,1.69407574749482e-07,1.07753069339806e-07,constant,0.01,901,17,16,assessed
Ag_q,9.82394043068279e-27,1.86025182566931e-14,5.28097341183802e-13,3.6596171799958e-26,2.36806881762709e-09,1.86691175698625e-07,constant,0.01,901,25,0,rejected
Ag_0,1.34314946053848e-22,2.85649622451805e-12,4.70208729495203e-11,4.33204711475167e-22,1.98607316663991e-07,1.51602898984839e-05,constant,0.01,901,25,0,rejected
Aw_p,1.79277699340066e-11,6.99885208430856e-09,0.0025615300506494,3.43478469742285e-18,2.56153017542051,4.90763937469075e-05,constant,0.01,901,25,0,rejected
Aw_m,1.79277699340067e-11,3.54633755059964e-09,0.00505529146005162,3.434784699646e-18,5.05529100309955,9.68543936411605e-05,constant,0.01,901,25,0,rejected
Aio,5.21448774503645e-24,5.8609938698023e-09,8.89693430990117e-16,1.186221849126e-23,2.91361903834468e-12,2.02392575915361e-10,constant,0.01,901,25,0,rejected
Amda,1.06166504840221e-22,7.83999809090773e-10,1.35416493230203e-13,8.44784935444219e-22,1.21294701390332e-09,1.07753069339806e-07,constant,0.01,901,25,0,rejected
Ag_q,9.82394043068279e-27,1.86025182566931e-14,5.28097341183802e-13,3.6596171799958e-26,2.36806881762709e-09,1.86691175698625e-07,constant,0.01,901,25,8,assessed
Ag_0,1.34314946053848e-22,2.85649622451805e-12,4.70208729495203e-11,4.33204711475167e-22,1.98607316663991e-07,1.51602898984839e-05,constant,0.01,901,25,8,assessed
Aw_p,6.92669452488332e-23,6.99885208430856e-09,9.89690086523329e-15,3.43478469742285e-18,4.90773834368527e-07,4.90763937469075e-05,constant,0.01,901,25,8,assessed
Aw_m,5.37644987614829e-23,3.54633755059964e-09,1.51605700231192e-14,3.434784699646e-18,9.68559096977353e-07,9.68543936411605e-05,constant,0.01,901,25,8,assessed
Aio,5.21448774503645e-24,5.8609938698023e-09,8.89693430990117e-16,1.186221849126e-23,2.91361903834468e-12,2.02392575915361e-10,constant,0.01,901,25,8,assessed
Amda,1.06166504840221e-22,7.83999809090773e-10,1.35416493230203e-13,8.44784935444219e-22,1.21294701390332e-09,1.07753069339806e-07,constant,0.01,901,25,8,assessed
Ag_q,9.82394043068279e-27,1.86025182566931e-14,5.28097341183802e-13,3.6596171799958e-26,2.36806881762709e-09,1.86691175698625e-07,constant,0.01,901,25,16,assessed
Ag_0,1.34314946053848e-22,2.85649622451805e-12,4.70208729495203e-11,4.33204711475167e-22,1.98607316663991e-07,1.51602898984839e-05,constant,0.01,901,25,16,assessed
Aw_p,6.92669282051135e-23,6.99885208430856e-09,9.89689843001685e-15,3.43478469742285e-18,4.90773834366091e-07,4.90763937469075e-05,constant,0.01,901,25,16,assessed
Aw_m,5.37603012645282e-23,3.54633755059964e-09,1.51593864085042e-14,3.434784699646e-18,9.68559095793739e-07,9.68543936411605e-05,constant,0.01,901,25,16,assessed
Aio,5.21448774503645e-24,5.8609938698023e-09,8.89693430990117e-16,1.186221849126e-23,2.91361903834468e-12,2.02392575915361e-10,constant,0.01,901,25,16,assessed
Amda,1.06166504840221e-22,7.83999809090773e-10,1.35416493230203e-13,8.44784935444219e-22,1.21294701390332e-09,1.07753069339806e-07,constant,0.01,901,25,16,assessed
Ag_q,9.73120180214458e-27,1.86025182566931e-14,5.23112068369739e-13,3.6596171799958e-26,2.3633378627914e-09,1.86691175698625e-07,constant,0.01,901,33,0,rejected
Ag_0,1.33966615521463e-22,2.85649622451805e-12,4.68989296648084e-11,4.33204711475167e-22,1.98485416054151e-07,1.51602898984839e-05,constant,0.01,901,33,0,rejected
Aw_p,9.98395141635291e-12,6.99885208430856e-09,0.00142651270466723,3.43478469742285e-18,1.42651299161025,4.90763937469075e-05,constant,0.01,901,33,0,rejected
Aw_m,9.98395141635303e-12,3.54633755059964e-09,0.00281528514246053,3.434784699646e-18,2.81528531714762,9.68543936411605e-05,constant,0.01,901,33,0,rejected
Aio,5.92599153605806e-24,5.8609938698023e-09,1.01108987105253e-15,1.186221849126e-23,3.03501545769449e-12,2.02392575915361e-10,constant,0.01,901,33,0,rejected
Amda,1.11832019705733e-22,7.83999809090773e-10,1.42642917012222e-13,8.44784935444219e-22,1.22017342846797e-09,1.07753069339806e-07,constant,0.01,901,33,0,rejected
Ag_q,9.73120180214458e-27,1.86025182566931e-14,5.23112068369739e-13,3.6596171799958e-26,2.3633378627914e-09,1.86691175698625e-07,constant,0.01,901,33,8,assessed
Ag_0,1.33966615521463e-22,2.85649622451805e-12,4.68989296648084e-11,4.33204711475167e-22,1.98485416054151e-07,1.51602898984839e-05,constant,0.01,901,33,8,assessed
Aw_p,9.14491932868653e-23,6.99885208430856e-09,1.30663131875432e-14,3.43478469742285e-18,4.90777003780396e-07,4.90763937469075e-05,constant,0.01,901,33,8,assessed
Aw_m,6.90488270026675e-23,3.54633755059964e-09,1.94704610087081e-14,3.434784699646e-18,9.68563406867124e-07,9.68543936411605e-05,constant,0.01,901,33,8,assessed
Aio,5.92599153605806e-24,5.8609938698023e-09,1.01108987105253e-15,1.186221849126e-23,3.03501545769449e-12,2.02392575915361e-10,constant,0.01,901,33,8,assessed
Amda,1.11832019705733e-22,7.83999809090773e-10,1.42642917012222e-13,8.44784935444219e-22,1.22017342846797e-09,1.07753069339806e-07,constant,0.01,901,33,8,assessed
Ag_q,9.73120180214458e-27,1.86025182566931e-14,5.23112068369739e-13,3.6596171799958e-26,2.3633378627914e-09,1.86691175698625e-07,constant,0.01,901,33,16,assessed
Ag_0,1.33966615521463e-22,2.85649622451805e-12,4.68989296648084e-11,4.33204711475167e-22,1.98485416054151e-07,1.51602898984839e-05,constant,0.01,901,33,16,assessed
Aw_p,9.14491079958665e-23,6.99885208430856e-09,1.30663010011164e-14,3.43478469742285e-18,4.9077700376821e-07,4.90763937469075e-05,constant,0.01,901,33,16,assessed
Aw_m,6.90487580218019e-23,3.54633755059964e-09,1.94704415574109e-14,3.434784699646e-18,9.68563406847672e-07,9.68543936411605e-05,constant,0.01,901,33,16,assessed
Aio,5.92599153605806e-24,5.8609938698023e-09,1.01108987105253e-15,1.186221849126e-23,3.03501545769449e-12,2.02392575915361e-10,constant,0.01,901,33,16,assessed
Amda,1.11832019705733e-22,7.83999809090773e-10,1.42642917012222e-13,8.44784935444219e-22,1.22017342846797e-09,1.07753069339806e-07,constant,0.01,901,33,16,assessed
Ag_q,1.08644008794796e-26,1.86025182566931e-14,5.84028502462061e-13,3.6596171799958e-26,2.42114671482234e-09,1.86691175698625e-07,constant,0.01,901,49,0,rejected
Ag_0,1.49272252412404e-22,2.85649622451805e-12,5.22571152488008e-11,4.33204711475167e-22,2.03841726505103e-07,1.51602898984839e-05,constant,0.01,901,49,0,rejected
Aw_p,4.31780871045762e-12,6.99885208430856e-09,0.00061693098503084,3.43478469742285e-18,0.616931387647337,4.90763937469075e-05,constant,0.01,901,49,0,rejected
Aw_m,4.31780871045785e-12,3.54633755059964e-09,0.00121754025070957,3.434784699646e-18,1.21754087593032,9.68543936411605e-05,constant,0.01,901,49,0,rejected
Aio,5.08988016746276e-24,5.8609938698023e-09,8.68432945082477e-16,1.186221849126e-23,2.89235855606449e-12,2.02392575915361e-10,constant,0.01,901,49,0,rejected
Amda,1.08056552463935e-22,7.83999809090773e-10,1.3782726884749e-13,8.44784935444219e-22,1.21535778644564e-09,1.07753069339806e-07,constant,0.01,901,49,0,rejected
Ag_q,1.08644008794796e-26,1.86025182566931e-14,5.84028502462061e-13,3.6596171799958e-26,2.42114671482234e-09,1.86691175698625e-07,constant,0.01,901,49,8,assessed
Ag_0,1.49272252412404e-22,2.85649622451805e-12,5.22571152488008e-11,4.33204711475167e-22,2.03841726505103e-07,1.51602898984839e-05,constant,0.01,901,49,8,assessed
Aw_p,6.64272623112053e-23,6.99885208430856e-09,9.49116533840391e-15,3.43478469742285e-18,4.90773428633058e-07,4.90763937469075e-05,constant,0.01,901,49,8,assessed
Aw_m,2.35448263972974e-23,3.54633755059964e-09,6.63919496138103e-15,3.434784699646e-18,9.68550575604695e-07,9.68543936411605e-05,constant,0.01,901,49,8,assessed
Aio,5.08988016746276e-24,5.8609938698023e-09,8.68432945082477e-16,1.186221849126e-23,2.89235855606449e-12,2.02392575915361e-10,constant,0.01,901,49,8,assessed
Amda,1.08056552463935e-22,7.83999809090773e-10,1.3782726884749e-13,8.44784935444219e-22,1.21535778644564e-09,1.07753069339806e-07,constant,0.01,901,49,8,assessed
Ag_q,1.08644008794796e-26,1.86025182566931e-14,5.84028502462061e-13,3.6596171799958e-26,2.42114671482234e-09,1.86691175698625e-07,constant,0.01,901,49,16,assessed
Ag_0,1.49272252412404e-22,2.85649622451805e-12,5.22571152488008e-11,4.33204711475167e-22,2.03841726505103e-07,1.51602898984839e-05,constant,0.01,901,49,16,assessed
Aw_p,6.64269947893353e-23,6.99885208430856e-09,9.49112711472568e-15,3.43478469742285e-18,4.90773428594834e-07,4.90763937469075e-05,constant,0.01,901,49,16,assessed
Aw_m,2.35450171575565e-23,3.54633755059964e-09,6.63924875215992e-15,3.434784699646e-18,9.68550575658485e-07,9.68543936411605e-05,constant,0.01,901,49,16,assessed
Aio,5.08988016746276e-24,5.8609938698023e-09,8.68432945082477e-16,1.186221849126e-23,2.89235855606449e-12,2.02392575915361e-10,constant,0.01,901,49,16,assessed
Amda,1.08056552463935e-22,7.83999809090773e-10,1.3782726884749e-13,8.44784935444219e-22,1.21535778644564e-09,1.07753069339806e-07,constant,0.01,901,49,16,assessed
Ag_q,1.05722769856549e-26,1.86025182566931e-14,5.68325042866226e-13,3.6596171799958e-26,2.40624434921812e-09,1.86691175698625e-07,constant,0.01,901,65,0,assessed
Ag_0,1.50747735411616e-22,2.85649622451805e-12,5.27736512016747e-11,4.33204711475167e-22,2.0435808169275e-07,1.51602898984839e-05,constant,0.01,901,65,0,assessed
Aw_p,2.3370495001236e-12,6.99885208430856e-09,0.000333918972993196,3.43478469742285e-18,0.333919416046606,4.90763937469075e-05,constant,0.01,901,65,0,assessed
Aw_m,2.33704950012384e-12,3.54633755059964e-09,0.00065900368105926,3.434784699646e-18,0.659004463776696,9.68543936411605e-05,constant,0.01,901,65,0,assessed
Aio,4.30208055238477e-24,5.8609938698023e-09,7.34018947631127e-16,1.186221849126e-23,2.75794458154679e-12,2.02392575915361e-10,constant,0.01,901,65,0,assessed
Amda,1.01330310835678e-22,7.83999809090773e-10,1.29247876926391e-13,8.44784935444219e-22,1.20677840546763e-09,1.07753069339806e-07,constant,0.01,901,65,0,assessed
Ag_q,1.05722769856549e-26,1.86025182566931e-14,5.68325042866226e-13,3.6596171799958e-26,2.40624434921812e-09,1.86691175698625e-07,constant,0.01,901,65,8,assessed
Ag_0,1.50747735411616e-22,2.85649622451805e-12,5.27736512016747e-11,4.33204711475167e-22,2.0435808169275e-07,1.51602898984839e-05,constant,0.01,901,65,8,assessed
Aw_p,6.88838311966401e-23,6.99885208430856e-09,9.84216130972075e-15,3.43478469742285e-18,4.90773779628979e-07,4.90763937469075e-05,constant,0.01,901,65,8,assessed
Aw_m,4.90308079101196e-23,3.54633755059964e-09,1.38257588880193e-14,3.434784699646e-18,9.68557762166595e-07,9.68543936411605e-05,constant,0.01,901,65,8,assessed
Aio,4.30208055238477e-24,5.8609938698023e-09,7.34018947631127e-16,1.186221849126e-23,2.75794458154679e-12,2.02392575915361e-10,constant,0.01,901,65,8,assessed
Amda,1.01330310835678e-22,7.83999809090773e-10,1.29247876926391e-13,8.44784935444219e-22,1.20677840546763e-09,1.07753069339806e-07,constant,0.01,901,65,8,assessed
Ag_q,1.05722769856549e-26,1.86025182566931e-14,5.68325042866226e-13,3.6596171799958e-26,2.40624434921812e-09,1.86691175698625e-07,constant,0.01,901,65,16,assessed
Ag_0,1.50747735411616e-22,2.85649622451805e-12,5.27736512016747e-11,4.33204711475167e-22,2.0435808169275e-07,1.51602898984839e-05,constant,0.01,901,65,16,assessed
Aw_p,6.88840146403634e-23,6.99885208430856e-09,9.84218752026514e-15,3.43478469742285e-18,4.90773779655189e-07,4.90763937469075e-05,constant,0.01,901,65,16,assessed
Aw_m,4.90309969714406e-23,3.54633755059964e-09,1.38258121997299e-14,3.434784699646e-18,9.68557762219906e-07,9.68543936411605e-05,constant,0.01,901,65,16,assessed
Aio,4.30208055238477e-24,5.8609938698023e-09,7.34018947631127e-16,1.186221849126e-23,2.75794458154679e-12,2.02392575915361e-10,constant,0.01,901,65,16,assessed
Amda,1.01330310835678e-22,7.83999809090773e-10,1.29247876926391e-13,8.44784935444219e-22,1.20677840546763e-09,1.07753069339806e-07,constant,0.01,901,65,16,assessed
Ag_q,7.44693463066836e-16,1.85408499470535e-12,0.00040165012132315,3.48854530410401e-24,0.401433610147692,1.88053125008329e-07,constant,0.1,327,9,0,rejected
Ag_0,8.35750417625749e-12,2.59124698850582e-10,0.0322528273581386,4.12926073358552e-20,32.2527030496085,1.59353578278878e-05,constant,0.1,327,9,0,rejected
Aw_p,1.87117380855203e-09,7.03495331473591e-07,0.00265982405971699,9.26383061927208e-17,2.65982418761902,1.31682900961107e-05,constant,0.1,327,9,0,rejected
Aw_m,1.90701701427836e-09,3.58376443753378e-07,0.00532126775494961,9.26383060146435e-17,5.32126799859575,2.58494405452328e-05,constant,0.1,327,9,0,rejected
Aio,1.65521213385858e-10,6.07381962827542e-07,0.000272515852488124,1.10862438594999e-21,0.272515852041277,1.82525075154318e-10,constant,0.1,327,9,0,rejected
Amda,8.60454022948414e-12,1.42893612471529e-07,6.02164091218461e-05,1.61939576770966e-19,0.0602164098337265,1.13328771550193e-07,constant,0.1,327,9,0,rejected
Ag_q,7.44693463066836e-16,1.85408499470535e-12,0.00040165012132315,3.48854530410401e-24,0.401433610147692,1.88053125008329e-07,constant,0.1,327,9,8,rejected
Ag_0,8.35750417625749e-12,2.59124698850582e-10,0.0322528273581386,4.12926073358552e-20,32.2527030496085,1.59353578278878e-05,constant,0.1,327,9,8,rejected
Aw_p,3.97615590395434e-10,7.03495331473591e-07,0.000565200041288916,9.26383061927208e-17,0.5652001721684,1.31682900961107e-05,constant,0.1,327,9,8,rejected
Aw_m,5.44597913892865e-10,3.58376443753378e-07,0.00151962530848606,9.26383060146435e-17,1.51962556274016,2.58494405452328e-05,constant,0.1,327,9,8,rejected
Aio,1.65521213385858e-10,6.07381962827542e-07,0.000272515852488124,1.10862438594999e-21,0.272515852041277,1.82525075154318e-10,constant,0.1,327,9,8,rejected
Amda,8.60454022948414e-12,1.42893612471529e-07,6.02164091218461e-05,1.61939576770966e-19,0.0602164098337265,1.13328771550193e-07,constant,0.1,327,9,8,rejected
Ag_q,7.44693463066836e-16,1.85408499470535e-12,0.00040165012132315,3.48854530410401e-24,0.401433610147692,1.88053125008329e-07,constant,0.1,327,9,16,rejected
Ag_0,8.35750417625749e-12,2.59124698850582e-10,0.0322528273581386,4.12926073358552e-20,32.2527030496085,1.59353578278878e-05,constant,0.1,327,9,16,rejected
Aw_p,3.97615590395433e-10,7.03495331473591e-07,0.000565200041288916,9.26383061927208e-17,0.5652001721684,1.31682900961107e-05,constant,0.1,327,9,16,rejected
Aw_m,5.44597913892865e-10,3.58376443753378e-07,0.00151962530848606,9.26383060146435e-17,1.51962556274016,2.58494405452328e-05,constant,0.1,327,9,16,rejected
Aio,1.65521213385858e-10,6.07381962827542e-07,0.000272515852488124,1.10862438594999e-21,0.272515852041277,1.82525075154318e-10,constant,0.1,327,9,16,rejected
Amda,8.60454022948414e-12,1.42893612471529e-07,6.02164091218461e-05,1.61939576770966e-19,0.0602164098337265,1.13328771550193e-07,constant,0.1,327,9,16,rejected
Ag_q,3.09613217250221e-19,1.85408499470535e-12,1.66989764835147e-07,3.48854530410401e-24,0.000166901628054354,1.88053125008329e-07,constant,0.1,327,13,0,rejected
Ag_0,3.35559423050104e-15,2.59124698850582e-10,1.29497274686114e-05,4.12926073358552e-20,0.0129498368474958,1.59353578278878e-05,constant,0.1,327,13,0,rejected
Aw_p,7.91977834075157e-10,7.03495331473591e-07,0.00112577553630132,9.26383061927208e-17,1.12577566638396,1.31682900961107e-05,constant,0.1,327,13,0,rejected
Aw_m,7.91976644564936e-10,3.58376443753378e-07,0.00220990151102104,9.26383060146435e-17,2.20990176334902,2.58494405452328e-05,constant,0.1,327,13,0,rejected
Aio,2.76295846915146e-13,6.07381962827542e-07,4.54896364766756e-07,1.10862438594999e-21,0.000454896365843061,1.82525075154318e-10,constant,0.1,327,13,0,rejected
Amda,4.5751255041688e-15,1.42893612471529e-07,3.20177048157444e-08,1.61939576770966e-19,3.20188378793932e-05,1.13328771550193e-07,constant,0.1,327,13,0,rejected
Ag_q,3.09613217250221e-19,1.85408499470535e-12,1.66989764835147e-07,3.48854530410401e-24,0.000166901628054354,1.88053125008329e-07,constant,0.1,327,13,8,assessed
Ag_0,3.35559423050104e-15,2.59124698850582e-10,1.29497274686114e-05,4.12926073358552e-20,0.0129498368474958,1.59353578278878e-05,constant,0.1,327,13,8,assessed
Aw_p,6.10609666079723e-13,7.03495331473591e-07,8.67965484292122e-07,9.26383061927208e-17,0.000868097165959293,1.31682900961107e-05,constant,0.1,327,13,8,assessed
